transaction_id,customer_id,amount,payment_method,failure_reason,retry_count,hours_since_failure,previous_payments,previous_successes,previous_failures,customer_lifetime_value,customer_tenure_days,avg_previous_amount,payment_success_rate,days_since_last_success,failed_payment_count_30d,recovered
TX028212,C04811,2061.05,UPI,PERMANENT_DECLINE,0,8.9,12,9,3,29370.12,910,2383.11,0.720272554157487,24.03,1,1
TX028213,C04109,2365.05,CARD,BANK_DECLINE,2,2.83,22,20,2,30330.58,482,1840.8,0.8941057321544639,25.48,0,0
TX028214,C11533,695.73,NETBANKING,NETWORK_ERROR,0,1.23,23,22,1,18311.71,168,613.83,0.9597830723230715,16.88,0,1
TX028215,C07696,979.11,UPI,TEMPORARY,0,11.53,24,21,3,20031.92,263,987.8,0.8921659915402088,31.72,0,1
TX028216,C03334,2501.1,UPI,TEMPORARY,0,6.45,16,15,1,29993.6,278,3182.46,0.9321795052237619,16.77,1,1
TX028217,C02593,2569.29,UPI,BANK_DECLINE,0,1.17,24,21,3,30179.63,421,3180.72,0.8922615339945643,20.64,3,0
TX028218,C05768,3144.39,UPI,NETWORK_ERROR,0,15.12,23,18,5,34782.11,899,3526.65,0.7833353745430387,0.58,0,1
TX028219,C02303,3086.84,UPI,INSUFFICIENT_FUNDS,0,7.28,26,22,4,32144.94,759,2951.95,0.8551764101002441,32.9,0,1
TX028220,C10458,930.18,UPI,TEMPORARY,2,1.71,22,19,3,9928.21,810,732.19,0.8473134798650972,21.28,0,1
TX028221,C12725,1768.11,UPI,PERMANENT_DECLINE,0,4.75,15,14,1,28515.48,969,1889.86,0.936122677944091,1.8,1,0
TX028222,C14534,4261.14,UPI,PERMANENT_DECLINE,3,13.68,16,14,2,49732.27,577,4119.26,0.8715013595976018,3.9,0,0
TX028223,C03536,2552.59,NETBANKING,BANK_DECLINE,0,22.47,29,26,3,30130.47,106,2758.8,0.8986638138718073,83.76,1,0
TX028224,C06588,412.35,CARD,TEMPORARY,2,31.83,18,16,2,7424.65,983,356.09,0.9100571335425859,32.74,0,1
TX028225,C07559,2012.52,UPI,BANK_DECLINE,0,21.64,16,10,6,18305.36,1118,2213.54,0.6452964453737788,88.48,3,0
TX028226,C07438,317.42,UPI,TEMPORARY,0,13.35,26,23,3,7547.41,441,278.53,0.8754933271745019,17.43,3,1
TX028227,C06799,1808.55,CARD,PERMANENT_DECLINE,2,20.25,14,11,3,28273.52,413,1102.3,0.8004380056200663,5.06,2,0
TX028228,C03303,1665.91,CARD,NETWORK_ERROR,0,58.07,13,11,2,21422.78,474,2345.99,0.838120890715514,16.29,0,0
TX028229,C01680,1036.15,NETBANKING,NETWORK_ERROR,1,3.92,24,20,4,17389.6,488,1893.47,0.8199234690911206,160.58,0,1
TX028230,C06049,654.94,NETBANKING,PERMANENT_DECLINE,1,4.48,20,17,3,9304.34,39,520.27,0.8718466708143633,50.69,2,0
TX028231,C01384,10759.09,CARD,PERMANENT_DECLINE,1,9.41,18,17,1,121041.72,402,10915.0,0.9222272203713108,7.54,0,0
TX028232,C00946,2907.17,UPI,NETWORK_ERROR,2,1.14,22,19,3,39072.78,200,1974.02,0.8810894578019882,13.69,4,1
TX028233,C07863,7088.85,UPI,INSUFFICIENT_FUNDS,1,2.78,11,9,2,81104.96,1177,9198.6,0.7900500017480857,31.71,2,0
TX028234,C12879,994.67,CARD,EXPIRED_CARD,0,13.38,21,15,6,18142.17,662,1154.07,0.6960992498230013,50.27,3,0
TX028235,C08109,7613.78,UPI,BANK_DECLINE,1,10.47,11,10,1,82537.04,1072,6230.85,0.909184853748953,0.45,0,1
TX028236,C00351,309.66,UPI,TEMPORARY,0,17.21,27,23,4,8742.41,84,279.16,0.8700044595037121,54.3,2,1
TX028237,C12607,1143.36,CARD,TEMPORARY,0,42.18,20,14,6,13457.48,831,1919.64,0.7116534534066102,89.45,2,1
TX028238,C10253,8746.06,UPI,TEMPORARY,0,7.86,23,19,4,93279.75,739,6527.34,0.8169844977288786,46.3,2,0
TX028239,C04547,781.29,NETBANKING,BANK_DECLINE,1,5.16,12,9,3,14969.22,238,565.27,0.7652483490495006,2.09,0,0
TX028240,C04099,888.88,CARD,TEMPORARY,1,8.93,22,19,3,11352.04,822,904.71,0.8429608719622609,25.1,2,1
TX028241,C13494,11743.05,NETBANKING,TEMPORARY,1,10.76,18,13,5,89289.43,373,8113.19,0.74528664817609,3.1,0,0
TX028242,C07142,3616.8,UPI,EXPIRED_CARD,0,13.2,16,13,3,33128.39,147,6036.73,0.7953813698718666,10.07,1,0
TX028243,C02119,3099.51,NETBANKING,TEMPORARY,0,15.02,16,13,3,42086.56,437,2221.34,0.839617862803693,58.3,0,1
TX028244,C04224,3387.34,UPI,PERMANENT_DECLINE,1,35.0,22,18,4,40969.52,1034,2955.0,0.8363480232882321,11.49,1,0
TX028245,C03967,1090.32,UPI,TEMPORARY,1,6.45,19,15,4,15724.73,1183,837.14,0.8091303123375863,26.58,2,0
TX028246,C06002,3467.48,UPI,NETWORK_ERROR,0,24.52,19,14,5,29021.47,581,3011.73,0.7456969090630164,21.37,0,0
TX028247,C05188,9125.1,UPI,TEMPORARY,1,12.11,21,19,2,111774.76,957,10519.79,0.9229743584214668,56.68,2,0
TX028248,C08202,220.5,UPI,TEMPORARY,0,53.6,23,17,6,4673.08,994,223.01,0.7216736204964264,39.72,5,0
TX028249,C04848,1622.8,UPI,INSUFFICIENT_FUNDS,0,4.13,13,12,1,23432.93,712,1122.33,0.9038315633547577,50.4,0,1
TX028250,C09614,3134.83,UPI,INSUFFICIENT_FUNDS,1,15.96,14,12,2,39317.06,513,3001.84,0.876512194893348,40.3,0,0
TX028251,C07391,941.14,NETBANKING,TEMPORARY,3,10.56,23,21,2,11448.61,698,1226.27,0.9244037235233448,14.98,0,0
TX028252,C14105,483.41,UPI,INSUFFICIENT_FUNDS,0,16.03,22,18,4,9408.96,882,452.89,0.8295370213010268,56.64,1,0
TX028253,C12422,1591.61,CARD,TEMPORARY,0,2.88,24,23,1,28991.33,101,1573.71,0.9619377352592758,2.91,1,0
TX028254,C04984,1433.74,UPI,INSUFFICIENT_FUNDS,0,2.5,22,19,3,22081.47,608,2056.44,0.861748680882242,2.86,0,1
TX028255,C00633,1053.99,UPI,NETWORK_ERROR,3,16.65,20,16,4,9388.03,441,1001.02,0.8202284657982326,68.32,0,0
TX028256,C08773,2671.88,UPI,BANK_DECLINE,1,19.83,24,18,6,28598.77,213,3210.19,0.7332915231674857,21.7,0,0
TX028257,C05075,3458.89,UPI,NETWORK_ERROR,0,3.07,17,14,3,36386.28,521,4538.57,0.8297946391763569,14.34,3,0
TX028258,C13526,2014.66,CARD,TEMPORARY,1,11.87,15,13,2,31124.19,806,2213.15,0.8984010729604263,13.13,0,1
TX028259,C06086,1081.8,UPI,INSUFFICIENT_FUNDS,0,9.54,25,22,3,14010.11,131,1221.04,0.8941289491463423,5.26,0,1
TX028260,C04354,924.95,UPI,INSUFFICIENT_FUNDS,0,0.41,18,13,5,10732.12,1038,742.82,0.7448444435386324,19.82,4,1
TX028261,C05091,1568.04,CARD,INSUFFICIENT_FUNDS,0,11.15,23,20,3,17381.74,371,1366.87,0.8848913251634956,18.08,0,0
TX028262,C12976,5294.09,CARD,BANK_DECLINE,1,14.75,15,12,3,55344.82,347,2879.8,0.8138183687088167,94.19,1,1
TX028263,C01688,754.42,CARD,BANK_DECLINE,3,1.49,17,14,3,8571.29,1119,721.29,0.8270438412298291,0.8,1,0
TX028264,C14364,1796.58,CARD,BANK_DECLINE,0,7.71,17,14,3,19603.08,1040,2225.38,0.7969811576749986,10.05,0,0
TX028265,C03502,3323.79,CARD,INSUFFICIENT_FUNDS,0,6.72,18,17,1,42256.19,334,2131.91,0.9291967386184455,13.24,0,1
TX028266,C12713,5768.06,UPI,NETWORK_ERROR,1,5.44,26,23,3,67676.34,428,5599.61,0.9035797665045234,51.02,0,1
TX028267,C08165,2397.79,UPI,INSUFFICIENT_FUNDS,0,4.12,7,5,2,23595.36,1105,2210.21,0.7470160802763368,11.68,1,1
TX028268,C08548,719.11,UPI,BANK_DECLINE,0,6.29,13,9,4,9300.16,545,688.96,0.6890914979667603,39.64,2,0
TX028269,C03069,2933.87,UPI,TEMPORARY,1,0.54,18,16,2,34811.17,930,2573.19,0.8884777237686095,85.39,0,1
TX028270,C10832,2848.5,CARD,INSUFFICIENT_FUNDS,0,3.49,12,11,1,35607.65,595,3989.75,0.8750755306434104,62.77,0,1
TX028271,C09729,1582.21,UPI,BANK_DECLINE,0,38.36,20,18,2,21950.15,65,1409.59,0.8808507581107864,61.56,0,0
TX028272,C07216,1615.97,UPI,BANK_DECLINE,3,3.0,16,14,2,17152.18,280,2285.21,0.8681907604739225,99.89,1,0
TX028273,C06867,863.1,CARD,TEMPORARY,0,36.34,15,15,0,17285.42,136,895.57,0.9669994793973609,39.55,0,1
TX028274,C08959,1453.27,NETBANKING,BANK_DECLINE,0,9.59,12,10,2,22246.72,827,906.12,0.8444574804398488,55.74,1,1
TX028275,C07077,8936.58,CARD,PERMANENT_DECLINE,0,3.23,20,16,4,85924.01,525,6955.99,0.8025885397744914,6.74,0,0
TX028276,C14618,6122.84,UPI,BANK_DECLINE,0,5.44,8,6,2,46713.39,857,7117.06,0.7431214663492798,13.28,3,0
TX028277,C00621,331.9,UPI,NETWORK_ERROR,0,24.93,14,11,3,11490.75,535,586.14,0.7745446983684054,13.77,0,1
TX028278,C03767,2169.84,CARD,PERMANENT_DECLINE,0,5.2,21,18,3,22726.96,32,1188.0,0.8427154162267199,2.57,1,0
TX028279,C12765,1361.69,CARD,INSUFFICIENT_FUNDS,3,28.58,18,14,4,15686.81,1154,1925.56,0.7662498886028295,74.46,3,0
TX028280,C11889,1840.36,UPI,NETWORK_ERROR,0,13.32,14,11,3,19760.59,1059,1550.4,0.7907702200083585,2.8,1,1
TX028281,C05220,2723.43,UPI,TEMPORARY,3,9.54,21,15,6,21586.18,721,2288.67,0.7103437719060411,31.14,2,0
TX028282,C07594,5417.93,UPI,PERMANENT_DECLINE,0,1.55,21,17,4,56758.7,245,4653.78,0.7860481987745036,4.17,2,0
TX028283,C00406,4599.66,WALLET,BANK_DECLINE,0,0.2,23,20,3,56000.55,645,3191.58,0.8482326355660836,1.72,1,1
TX028284,C02654,3477.26,UPI,INSUFFICIENT_FUNDS,0,5.58,10,7,3,31978.36,839,2584.2,0.720769238640243,54.11,0,1
TX028285,C14168,2405.21,UPI,INSUFFICIENT_FUNDS,2,14.02,19,17,2,39223.28,1101,2702.63,0.9077705878324142,7.93,0,1
TX028286,C09654,1099.76,UPI,PERMANENT_DECLINE,0,0.91,20,18,2,20088.79,541,1359.45,0.9144765343704276,16.41,1,0
TX028287,C00580,4706.46,CARD,TEMPORARY,1,27.0,17,14,3,51158.3,481,5567.15,0.8163069999192215,31.65,0,1
TX028288,C11887,9539.56,UPI,NETWORK_ERROR,0,47.5,8,6,2,69043.32,912,9063.46,0.7059077501383554,19.98,1,1
TX028289,C06054,3091.5,CARD,PERMANENT_DECLINE,0,8.56,25,23,2,35264.33,851,3222.86,0.9227179760599886,29.77,0,1
TX028290,C08532,7593.93,UPI,EXPIRED_CARD,2,12.34,13,10,3,70060.59,445,6178.54,0.8036283394238437,30.71,1,0
TX028291,C12853,1294.13,NETBANKING,INSUFFICIENT_FUNDS,0,39.62,15,14,1,22433.28,375,1303.77,0.9049836356060246,39.24,0,1
TX028292,C12562,1740.75,UPI,EXPIRED_CARD,1,0.83,24,21,3,21618.23,699,2164.66,0.8804006279461233,92.18,0,0
TX028293,C02047,1452.34,NETBANKING,PERMANENT_DECLINE,0,13.62,16,14,2,26788.68,949,1530.05,0.8646945925436933,22.73,0,0
TX028294,C05489,2553.89,CARD,PERMANENT_DECLINE,0,0.37,19,15,4,26275.3,769,1682.23,0.7979990586879565,26.52,0,0
TX028295,C04090,2206.28,UPI,NETWORK_ERROR,0,24.14,19,15,4,23270.09,824,2344.56,0.7791380957354865,0.25,0,1
TX028296,C13707,1646.4,UPI,EXPIRED_CARD,0,7.54,16,14,2,23164.37,617,1652.0,0.8857249661333025,16.84,2,0
TX028297,C11711,663.83,UPI,INSUFFICIENT_FUNDS,1,2.4,13,10,3,22074.16,296,565.47,0.803287894383786,79.38,3,0
TX028298,C09725,9613.88,UPI,INSUFFICIENT_FUNDS,2,48.99,22,17,5,89316.14,41,8416.61,0.7839770104098035,13.37,0,0
TX028299,C00878,2189.37,CARD,BANK_DECLINE,3,12.89,22,20,2,23475.11,688,1541.91,0.8878787878916615,5.53,1,0
TX028300,C12048,3346.81,UPI,INSUFFICIENT_FUNDS,1,5.18,25,20,5,34151.22,354,3904.92,0.7969055444758804,116.53,0,1
TX028301,C08414,1032.66,UPI,TEMPORARY,3,0.44,20,18,2,20391.43,1189,1252.8,0.8827220522531118,0.57,2,1
TX028302,C04095,1005.49,CARD,TEMPORARY,1,5.66,22,19,3,14902.13,999,907.4,0.8665659344557706,3.56,1,1
TX028303,C06641,1380.01,NETBANKING,BANK_DECLINE,0,1.01,17,14,3,19619.15,396,1444.88,0.8380500480448392,117.92,1,1
TX028304,C06692,8035.06,UPI,BANK_DECLINE,0,14.2,17,15,2,95457.88,801,10196.9,0.8674885170919922,45.48,3,0
TX028305,C04442,8350.34,UPI,INSUFFICIENT_FUNDS,0,14.35,12,11,1,102163.99,535,8068.15,0.8873501853708424,4.63,0,0
TX028306,C13645,2364.24,UPI,BANK_DECLINE,0,10.84,18,15,3,29430.54,272,3122.27,0.8303839186049083,19.33,1,1
TX028307,C13763,5899.44,UPI,NETWORK_ERROR,0,6.02,14,10,4,41872.42,657,4003.4,0.6810868278094023,22.43,1,0
TX028308,C00764,3020.56,WALLET,TEMPORARY,0,6.54,19,19,0,32919.12,1027,2688.12,0.9789079575191237,23.6,1,0
TX028309,C14039,5218.81,UPI,INSUFFICIENT_FUNDS,3,13.47,16,13,3,44121.9,579,4792.83,0.8114743731687017,57.24,0,0
TX028310,C06060,4121.06,UPI,TEMPORARY,0,5.32,18,15,3,41957.25,874,3085.5,0.8117948729975536,47.85,1,1
TX028311,C11998,2274.77,CARD,BANK_DECLINE,1,6.66,19,17,2,26767.12,564,2069.06,0.8858453698827737,118.74,0,0
TX028312,C11705,911.1,UPI,BANK_DECLINE,0,8.02,19,17,2,12587.88,274,821.24,0.9151125226308268,51.5,0,0
TX028313,C08984,991.57,UPI,TEMPORARY,0,7.59,7,6,1,10684.21,675,1219.12,0.7963542802850563,1.25,4,0
TX028314,C11158,964.78,UPI,NETWORK_ERROR,0,8.77,13,12,1,10335.04,610,1060.13,0.8898016809287297,14.18,2,1
TX028315,C10221,2952.75,CARD,INSUFFICIENT_FUNDS,1,2.53,16,14,2,36309.95,524,2963.27,0.8962657835155635,22.08,1,0
TX028316,C12775,4154.45,UPI,BANK_DECLINE,0,26.03,24,21,3,43605.5,684,4276.12,0.8852650774725785,26.83,2,1
TX028317,C06356,550.69,UPI,INSUFFICIENT_FUNDS,2,11.42,14,11,3,19112.21,638,405.34,0.7758504557931605,65.18,0,0
TX028318,C11091,4048.64,UPI,EXPIRED_CARD,1,11.17,21,16,5,35442.55,423,3176.53,0.7691373750739937,18.96,2,0
TX028319,C14689,3661.03,NETBANKING,BANK_DECLINE,0,9.49,18,14,4,43212.7,514,3742.22,0.792883461069783,85.43,2,0
TX028320,C14207,1302.87,CARD,TEMPORARY,1,16.69,22,21,1,19443.95,39,1081.7,0.9569024777097004,7.35,1,1
TX028321,C02220,794.52,UPI,NETWORK_ERROR,2,2.04,25,20,5,8726.22,1007,499.25,0.7904513254623444,68.55,0,1
TX028322,C07474,2829.81,NETBANKING,TEMPORARY,0,13.33,14,11,3,32163.18,883,1949.88,0.7716818670753044,3.4,0,1
TX028323,C07651,2871.69,UPI,EXPIRED_CARD,1,4.77,19,16,3,36112.09,265,2721.71,0.8427246156744228,32.34,1,0
TX028324,C09365,4588.78,UPI,NETWORK_ERROR,0,10.35,20,16,4,42670.7,542,6526.13,0.8070123067540562,32.37,3,1
TX028325,C09706,2169.73,CARD,EXPIRED_CARD,0,16.53,23,21,2,32288.14,759,1407.95,0.9345106887676888,31.15,0,0
TX028326,C12716,1605.01,NETBANKING,BANK_DECLINE,0,13.51,18,12,6,14824.48,1044,1455.62,0.693640974419275,28.25,1,0
TX028327,C07983,2830.89,CARD,NETWORK_ERROR,0,11.74,16,15,1,29809.95,40,3871.03,0.90743480416813,91.69,0,1
TX028328,C10526,1855.82,UPI,TEMPORARY,0,21.37,12,10,2,37782.14,487,2035.99,0.8272284241157376,7.67,1,1
TX028329,C13493,426.57,UPI,TEMPORARY,2,13.33,18,16,2,9818.61,69,592.81,0.8681583997073269,8.9,0,1
TX028330,C01531,2623.45,CARD,NETWORK_ERROR,0,1.13,16,13,3,29506.76,852,2093.39,0.8078808052688813,2.6,0,1
TX028331,C09640,6473.97,CARD,BANK_DECLINE,3,15.03,22,16,6,63739.51,199,6749.8,0.7461354743860409,119.17,0,0
TX028332,C05505,2814.18,CARD,BANK_DECLINE,1,2.39,18,17,1,39812.88,405,3468.4,0.9472060096702342,47.36,1,1
TX028333,C13589,1066.88,NETBANKING,INSUFFICIENT_FUNDS,0,1.77,12,9,3,11091.67,169,1072.61,0.7396058984637444,34.87,2,0
TX028334,C08289,2991.85,UPI,BANK_DECLINE,0,18.93,20,19,1,36636.77,312,2421.37,0.9269495095133712,16.41,0,1
TX028335,C09044,1033.86,CARD,BANK_DECLINE,1,5.66,9,6,3,8555.44,972,749.24,0.7059108435250141,22.97,3,0
TX028336,C11321,1784.19,CARD,PERMANENT_DECLINE,1,65.13,21,17,4,25672.42,150,2049.82,0.8265648853955582,173.06,3,0
TX028337,C03631,4802.57,NETBANKING,TEMPORARY,1,4.05,14,11,3,52550.65,76,6973.36,0.8032668588558237,57.25,0,1
TX028338,C08154,3104.11,NETBANKING,BANK_DECLINE,0,9.22,17,15,2,40562.02,793,2258.3,0.8893625512376675,33.84,0,1
TX028339,C11595,5305.91,CARD,EXPIRED_CARD,0,5.89,12,10,2,58993.5,376,3565.04,0.862029991494571,31.5,0,0
TX028340,C11664,3517.98,CARD,TEMPORARY,0,1.41,14,10,4,32407.6,1034,2975.77,0.6869422238913072,80.19,2,0
TX028341,C03419,513.5,UPI,TEMPORARY,1,14.86,21,21,0,14367.84,615,579.2,0.9853811221462433,7.69,0,1
TX028342,C12565,4923.84,UPI,PERMANENT_DECLINE,1,0.2,16,12,4,45150.7,722,4235.5,0.773769736940564,30.3,1,0
TX028343,C02443,3989.88,CARD,EXPIRED_CARD,0,3.27,20,18,2,47037.13,1150,3588.39,0.8806734724362513,68.99,1,1
TX028344,C03977,1575.15,WALLET,PERMANENT_DECLINE,0,12.65,16,10,6,11986.59,1135,1753.26,0.6344998592992459,40.42,1,0
TX028345,C12850,833.54,CARD,EXPIRED_CARD,2,18.84,17,14,3,9195.76,514,770.6,0.8445742759455614,6.14,1,1
TX028346,C09242,2543.83,NETBANKING,BANK_DECLINE,0,13.13,16,13,3,23012.25,560,2172.1,0.8110884681168928,23.4,1,1
TX028347,C08133,1112.67,CARD,BANK_DECLINE,1,18.73,12,11,1,18392.45,81,811.06,0.8942939071952241,39.64,0,0
TX028348,C08357,2891.69,UPI,INSUFFICIENT_FUNDS,1,1.27,21,17,4,31704.85,416,2676.18,0.820204487983281,103.08,0,0
TX028349,C14539,1137.56,NETBANKING,BANK_DECLINE,0,27.27,28,23,5,15716.35,180,946.9,0.8188389705527318,32.28,1,1
TX028350,C03410,6376.73,UPI,INSUFFICIENT_FUNDS,1,6.25,15,13,2,66811.13,694,5696.22,0.8643421463078288,41.34,0,0
TX028351,C04488,2622.86,UPI,TEMPORARY,0,6.26,14,12,2,30219.34,65,4104.73,0.8484645736026315,30.55,1,0
TX028352,C07349,2917.02,UPI,INSUFFICIENT_FUNDS,0,9.57,21,20,1,41499.61,536,2886.03,0.9437662202697331,1.99,2,0
TX028353,C12682,2259.14,UPI,TEMPORARY,0,21.99,26,23,3,24783.9,1177,2019.63,0.8971960080434698,1.72,0,1
TX028354,C08229,570.36,UPI,TEMPORARY,2,14.01,28,24,4,9547.43,1132,756.14,0.8447912626854611,26.32,2,0
TX028355,C10889,1006.99,WALLET,INSUFFICIENT_FUNDS,2,16.23,21,19,2,18414.02,1103,731.83,0.9207106748489469,53.87,1,0
TX028356,C12261,6659.48,UPI,TEMPORARY,0,8.04,16,14,2,71613.69,181,5216.07,0.8639714585975369,9.16,0,1
TX028357,C13382,898.32,CARD,EXPIRED_CARD,0,15.04,15,12,3,13438.65,958,739.72,0.8319538303699902,28.25,3,0
TX028358,C06915,2988.59,NETBANKING,NETWORK_ERROR,0,2.0,19,17,2,39068.43,394,4422.36,0.9162335079097238,8.68,1,1
TX028359,C06869,826.06,UPI,NETWORK_ERROR,0,6.59,20,15,5,9721.22,408,666.07,0.7558228989201423,17.05,2,0
TX028360,C01214,1279.58,UPI,EXPIRED_CARD,0,15.52,16,14,2,14866.97,239,1069.0,0.8577164278347833,66.9,0,0
TX028361,C01205,1682.7,NETBANKING,PERMANENT_DECLINE,0,17.22,20,18,2,28088.01,659,1415.4,0.896366318400174,79.96,3,0
TX028362,C07310,2245.72,UPI,TEMPORARY,0,1.39,15,14,1,30178.96,600,2558.13,0.9191135279360604,8.9,0,0
TX028363,C11237,10687.45,UPI,TEMPORARY,0,0.2,19,16,3,110864.81,743,5448.69,0.861954496859763,12.22,0,1
TX028364,C12570,1591.69,WALLET,TEMPORARY,1,5.16,18,15,3,20860.59,223,1725.29,0.8356198361545829,44.01,0,1
TX028365,C06128,5228.54,CARD,TEMPORARY,1,6.89,18,16,2,65612.06,221,4931.8,0.8868179515669832,72.32,1,0
TX028366,C08569,1462.18,UPI,BANK_DECLINE,0,15.55,18,17,1,20355.14,1133,1536.34,0.9712329995325455,51.22,1,0
TX028367,C12190,850.97,UPI,TEMPORARY,0,8.38,12,9,3,12217.91,194,1080.51,0.7845989031619158,38.94,2,0
TX028368,C04783,3437.92,UPI,TEMPORARY,1,14.28,18,18,0,40572.52,214,2012.83,0.9785380987304871,13.14,0,1
TX028369,C02378,2018.47,CARD,INSUFFICIENT_FUNDS,1,6.88,21,18,3,26646.83,1158,1384.5,0.8723182143151793,10.1,1,0
TX028370,C13815,2250.06,UPI,NETWORK_ERROR,0,12.22,23,20,3,35774.28,366,1519.74,0.8761404204353325,28.63,0,1
TX028371,C08191,3319.55,CARD,INSUFFICIENT_FUNDS,0,27.66,26,23,3,40282.93,511,3521.74,0.9009102908597052,12.8,0,1
TX028372,C02335,7791.2,UPI,TEMPORARY,1,26.58,19,16,3,82269.76,1148,5232.42,0.8540949622709871,51.61,0,1
TX028373,C03780,3994.56,UPI,INSUFFICIENT_FUNDS,0,35.14,24,22,2,45180.67,148,1897.95,0.9027540152335572,36.93,0,1
TX028374,C04904,3031.55,UPI,INSUFFICIENT_FUNDS,0,14.73,21,18,3,36741.29,384,4063.11,0.8527205184127847,30.6,1,0
TX028375,C03017,2173.43,UPI,TEMPORARY,1,4.29,24,17,7,23333.37,277,1999.58,0.7131354483143736,101.73,0,0
TX028376,C06558,1678.3,WALLET,TEMPORARY,2,32.99,18,15,3,26141.31,1067,1123.29,0.8203171884759939,9.76,0,1
TX028377,C12192,2935.09,NETBANKING,EXPIRED_CARD,1,1.79,17,12,5,22930.95,922,3323.65,0.6799572150293954,31.96,1,0
TX028378,C11070,401.81,UPI,TEMPORARY,1,10.03,18,16,2,6652.38,1185,452.34,0.8811189328360769,15.84,3,0
TX028379,C13756,3977.0,NETBANKING,TEMPORARY,0,13.84,20,17,3,43465.41,1095,5359.85,0.843221320424717,73.91,1,0
TX028380,C12537,3518.26,UPI,TEMPORARY,1,0.89,14,11,3,33342.71,230,5679.49,0.8126299731303196,15.07,1,0
TX028381,C04670,3063.46,UPI,BANK_DECLINE,1,23.84,19,16,3,42176.61,294,2031.65,0.8512907328690217,48.4,0,0
TX028382,C00879,2577.72,UPI,INSUFFICIENT_FUNDS,0,17.71,19,13,6,24150.01,748,2106.12,0.6824243324257561,18.6,1,0
TX028383,C02275,5653.08,CARD,INSUFFICIENT_FUNDS,2,1.29,15,12,3,52676.6,149,4862.54,0.8150726242635197,9.32,0,0
TX028384,C11881,3180.74,NETBANKING,TEMPORARY,0,7.71,15,12,3,30613.87,1011,4071.87,0.8272470730627178,34.87,1,1
TX028385,C05105,3146.07,UPI,TEMPORARY,3,23.55,19,18,1,44661.3,494,2583.59,0.9264473560986592,4.51,1,0
TX028386,C10808,1364.54,UPI,NETWORK_ERROR,0,2.26,20,17,3,19102.79,313,722.7,0.853072615730851,61.69,0,0
TX028387,C06867,2907.52,CARD,BANK_DECLINE,0,10.0,15,14,1,33669.83,846,4398.4,0.9511521481922497,60.6,0,1
TX028388,C13420,2937.2,CARD,BANK_DECLINE,0,13.29,19,15,4,35130.66,909,4420.23,0.806863511535815,214.84,1,1
TX028389,C07622,5712.46,UPI,PERMANENT_DECLINE,0,18.05,14,11,3,60468.28,1119,5662.39,0.8167086777071307,91.56,3,0
TX028390,C13507,1126.86,UPI,INSUFFICIENT_FUNDS,0,8.58,13,12,1,16871.79,146,798.9,0.9458929632467081,26.11,0,0
TX028391,C03762,6008.66,CARD,EXPIRED_CARD,1,6.68,13,11,2,70248.48,441,3521.0,0.8586077174756732,82.47,1,1
TX028392,C11663,394.79,CARD,BANK_DECLINE,3,5.59,17,14,3,18241.97,649,360.9,0.8312257166565044,10.49,1,0
TX028393,C07860,3907.79,CARD,BANK_DECLINE,0,40.44,12,10,2,50196.84,807,3343.57,0.8490596974120648,12.15,4,0
TX028394,C02854,1311.47,UPI,NETWORK_ERROR,0,7.41,18,16,2,15696.73,111,1723.08,0.89699057671564,14.34,1,1
TX028395,C03510,6602.14,UPI,INSUFFICIENT_FUNDS,2,1.74,18,15,3,74796.07,475,5605.65,0.8498209808999067,0.5,1,0
TX028396,C04709,7119.76,UPI,PERMANENT_DECLINE,1,0.2,12,10,2,68552.04,615,4182.61,0.8279270972666503,43.54,0,0
TX028397,C02324,3062.99,UPI,TEMPORARY,1,3.09,17,16,1,39680.91,915,2051.46,0.9608399032216357,20.07,1,1
TX028398,C14045,3414.87,CARD,INSUFFICIENT_FUNDS,0,4.53,11,10,1,41419.75,555,2625.92,0.8925813486219976,10.45,1,1
TX028399,C03191,1049.25,UPI,NETWORK_ERROR,1,0.62,18,15,3,14984.86,154,1152.31,0.8437976825162203,20.28,0,1
TX028400,C08973,3308.77,CARD,TEMPORARY,0,4.71,21,19,2,37464.97,165,2529.82,0.8986074675899556,50.88,0,1
TX028401,C08565,439.54,NETBANKING,TEMPORARY,0,1.79,20,19,1,7513.06,563,600.88,0.9630309407269876,11.42,1,1
TX028402,C08082,584.43,UPI,INSUFFICIENT_FUNDS,0,10.72,23,22,1,10934.34,982,606.99,0.9646240702999992,18.21,0,1
TX028403,C09412,4564.69,CARD,BANK_DECLINE,1,10.84,18,11,7,35522.6,165,4346.35,0.6229743221874358,18.0,1,0
TX028404,C13736,1554.09,NETBANKING,PERMANENT_DECLINE,0,3.08,13,11,2,24171.54,513,2132.08,0.8592590325407977,41.7,2,0
TX028405,C14519,952.26,UPI,BANK_DECLINE,0,4.9,25,21,4,20736.49,258,825.4,0.8278432834393185,130.23,0,1
TX028406,C13113,556.22,NETBANKING,PERMANENT_DECLINE,1,2.31,23,22,1,8508.99,991,656.71,0.9470643615100933,12.84,2,0
TX028407,C06895,1615.01,NETBANKING,BANK_DECLINE,1,0.77,19,17,2,25657.44,879,1340.37,0.8972557581091456,75.8,2,0
TX028408,C10913,2907.97,NETBANKING,INSUFFICIENT_FUNDS,0,49.02,21,17,4,29845.66,402,2114.26,0.8125333315892724,55.12,2,0
